zaxis,yaxis,Soilscience,Weeds_Control,Ecology_Mathematicalmodels,Plantdiseases,Veterinarymedicine,Dairying,Soils_Quality,Water_Waste,Water_waste,Agriculturalengineering,Foodcrops_Geneticengineering,Entomology,Insects_Physiology,Molecularecology,Forestsandforestry,Agriculture_Economicaspects,Pests_Control,Conservationbiology,Superconductors,Potatoes,Cropscience,Transportation_Research,Food_Safetymeasures,Geomorphology,Food_Analysis,Genomics,Semiconductors,Microbiology,Biotechnology,Molecularbiology_Methodology
Dairying,Genomics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dairying,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dairying,Microbiology,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Dairying,Biotechnology,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Dairying,Molecularbiology_Methodology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soils_Quality,Soilscience,12,6,1,2,0,0,12,2,2,2,1,2,1,0,1,1,1,2,0,2,1,0,0,2,1,0,0,0,0,0
Soils_Quality,Weeds_Control,6,9,1,2,1,1,9,0,0,2,1,1,3,0,2,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0
Soils_Quality,Ecology_Mathematicalmodels,1,1,3,0,0,0,3,1,1,2,0,2,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Soils_Quality,Plantdiseases,2,2,0,2,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Soils_Quality,Veterinarymedicine,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soils_Quality,Dairying,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soils_Quality,Soils_Quality,12,9,3,2,1,1,16,2,2,3,1,4,3,0,3,1,2,2,0,2,2,0,0,2,1,0,0,0,0,0
Soils_Quality,Water_Waste,2,0,1,0,0,0,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Soils_Quality,Water_waste,2,0,1,0,0,0,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Soils_Quality,Agriculturalengineering,2,2,2,0,0,0,3,1,1,3,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Soils_Quality,Foodcrops_Geneticengineering,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Soils_Quality,Entomology,2,1,2,0,0,0,4,0,0,1,0,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Soils_Quality,Insects_Physiology,1,3,1,1,1,1,3,0,0,1,1,1,3,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Soils_Quality,Molecularecology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soils_Quality,Forestsandforestry,1,2,1,0,1,1,3,0,0,1,0,1,2,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Soils_Quality,Agriculture_Economicaspects,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Soils_Quality,Pests_Control,1,1,1,1,0,0,2,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
Soils_Quality,Conservationbiology,2,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
Soils_Quality,Superconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soils_Quality,Potatoes,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Soils_Quality,Cropscience,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Soils_Quality,Transportation_Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soils_Quality,Food_Safetymeasures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soils_Quality,Geomorphology,2,0,1,0,0,0,2,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0
Soils_Quality,Food_Analysis,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Soils_Quality,Genomics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soils_Quality,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soils_Quality,Microbiology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soils_Quality,Biotechnology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soils_Quality,Molecularbiology_Methodology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Soilscience,5,0,1,1,0,0,2,5,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Water_Waste,Weeds_Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Ecology_Mathematicalmodels,1,0,3,0,0,0,1,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Water_Waste,Plantdiseases,1,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Veterinarymedicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Dairying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Soils_Quality,2,0,1,0,0,0,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Water_Waste,Water_Waste,5,0,3,2,0,0,2,15,15,4,0,0,0,0,1,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0
Water_Waste,Water_waste,5,0,3,2,0,0,2,15,15,4,0,0,0,0,1,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0
Water_Waste,Agriculturalengineering,1,0,2,0,0,0,1,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Water_Waste,Foodcrops_Geneticengineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Entomology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Insects_Physiology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Molecularecology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Forestsandforestry,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Agriculture_Economicaspects,1,0,1,1,0,0,1,2,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Water_Waste,Pests_Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Conservationbiology,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Water_Waste,Superconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Potatoes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Cropscience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Transportation_Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Food_Safetymeasures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Geomorphology,1,0,2,0,0,0,1,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0
Water_Waste,Food_Analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Genomics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Microbiology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Biotechnology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_Waste,Molecularbiology_Methodology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Soilscience,5,0,1,1,0,0,2,5,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Water_waste,Weeds_Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Ecology_Mathematicalmodels,1,0,3,0,0,0,1,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Water_waste,Plantdiseases,1,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Veterinarymedicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Dairying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Soils_Quality,2,0,1,0,0,0,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Water_waste,Water_Waste,5,0,3,2,0,0,2,15,15,4,0,0,0,0,1,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0
Water_waste,Water_waste,5,0,3,2,0,0,2,15,15,4,0,0,0,0,1,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0
Water_waste,Agriculturalengineering,1,0,2,0,0,0,1,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Water_waste,Foodcrops_Geneticengineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Entomology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Insects_Physiology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Molecularecology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Forestsandforestry,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Agriculture_Economicaspects,1,0,1,1,0,0,1,2,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Water_waste,Pests_Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Conservationbiology,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Water_waste,Superconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Potatoes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Cropscience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Transportation_Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Food_Safetymeasures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Geomorphology,1,0,2,0,0,0,1,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0
Water_waste,Food_Analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Genomics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Microbiology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Biotechnology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water_waste,Molecularbiology_Methodology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Soilscience,4,1,1,0,1,2,2,1,1,4,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0
Agriculturalengineering,Weeds_Control,1,2,1,0,0,0,2,0,0,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Ecology_Mathematicalmodels,1,1,3,0,0,0,2,2,2,3,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Agriculturalengineering,Plantdiseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Veterinarymedicine,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Dairying,2,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Soils_Quality,2,2,2,0,0,0,3,1,1,3,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Agriculturalengineering,Water_Waste,1,0,2,0,0,0,1,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Agriculturalengineering,Water_waste,1,0,2,0,0,0,1,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Agriculturalengineering,Agriculturalengineering,4,2,3,0,2,2,3,4,4,14,0,2,1,0,1,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0
Agriculturalengineering,Foodcrops_Geneticengineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Entomology,0,1,1,0,0,0,1,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Insects_Physiology,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Molecularecology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Forestsandforestry,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Agriculture_Economicaspects,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Agriculturalengineering,Pests_Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Conservationbiology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Superconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Potatoes,2,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Cropscience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Transportation_Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Food_Safetymeasures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Geomorphology,1,0,1,0,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Agriculturalengineering,Food_Analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Genomics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Microbiology,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Agriculturalengineering,Biotechnology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculturalengineering,Molecularbiology_Methodology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foodcrops_Geneticengineering,Soilscience,2,2,0,2,0,1,1,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
Foodcrops_Geneticengineering,Weeds_Control,2,2,0,2,0,1,1,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
Foodcrops_Geneticengineering,Ecology_Mathematicalmodels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foodcrops_Geneticengineering,Plantdiseases,2,2,0,2,0,1,1,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
Foodcrops_Geneticengineering,Veterinarymedicine,0,0,0,0,5,3,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1
Foodcrops_Geneticengineering,Dairying,1,1,0,1,3,6,0,0,0,0,6,0,0,0,0,0,1,0,0,1,1,0,2,0,2,0,0,0,0,0
Foodcrops_Geneticengineering,Soils_Quality,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Foodcrops_Geneticengineering,Water_Waste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foodcrops_Geneticengineering,Water_waste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foodcrops_Geneticengineering,Agriculturalengineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foodcrops_Geneticengineering,Foodcrops_Geneticengineering,2,2,0,2,5,6,1,0,0,0,13,0,1,1,0,0,2,0,0,1,1,0,4,0,7,2,0,0,0,1
Foodcrops_Geneticengineering,Entomology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foodcrops_Geneticengineering,Insects_Physiology,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Foodcrops_Geneticengineering,Molecularecology,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Foodcrops_Geneticengineering,Forestsandforestry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foodcrops_Geneticengineering,Agriculture_Economicaspects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foodcrops_Geneticengineering,Pests_Control,2,2,0,2,0,1,1,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
Foodcrops_Geneticengineering,Conservationbiology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foodcrops_Geneticengineering,Superconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foodcrops_Geneticengineering,Potatoes,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Foodcrops_Geneticengineering,Cropscience,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Foodcrops_Geneticengineering,Transportation_Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foodcrops_Geneticengineering,Food_Safetymeasures,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0
Foodcrops_Geneticengineering,Geomorphology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foodcrops_Geneticengineering,Food_Analysis,1,1,0,1,0,2,1,0,0,0,7,0,1,0,0,0,1,0,0,0,0,0,4,0,7,0,0,0,0,0
Foodcrops_Geneticengineering,Genomics,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
Foodcrops_Geneticengineering,Semiconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foodcrops_Geneticengineering,Microbiology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foodcrops_Geneticengineering,Biotechnology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foodcrops_Geneticengineering,Molecularbiology_Methodology,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Entomology,Soilscience,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Entomology,Weeds_Control,0,4,2,3,0,0,1,0,0,1,0,4,2,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Entomology,Ecology_Mathematicalmodels,0,2,4,1,0,0,2,0,0,1,0,4,3,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Entomology,Plantdiseases,0,3,1,5,0,0,0,0,0,0,0,5,2,1,1,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0
Entomology,Veterinarymedicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entomology,Dairying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entomology,Soils_Quality,2,1,2,0,0,0,4,0,0,1,0,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Entomology,Water_Waste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entomology,Water_waste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entomology,Agriculturalengineering,0,1,1,0,0,0,1,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entomology,Foodcrops_Geneticengineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entomology,Entomology,2,4,4,5,0,0,4,0,0,2,0,13,5,1,3,0,6,3,0,1,2,0,0,0,0,0,0,0,0,0
Entomology,Insects_Physiology,0,2,3,2,0,0,1,0,0,1,0,5,5,1,2,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0
Entomology,Molecularecology,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Entomology,Forestsandforestry,0,2,2,1,0,0,1,0,0,1,0,3,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Entomology,Agriculture_Economicaspects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entomology,Pests_Control,0,1,2,3,0,0,1,0,0,0,0,6,3,1,2,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0
Entomology,Conservationbiology,1,0,1,1,0,0,1,0,0,0,0,3,2,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0
Entomology,Superconductors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entomology,Potatoes,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Entomology,Cropscience,0,1,0,2,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0
Entomology,Transportation_Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entomology,Food_Safetymeasures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entomology,Geomorphology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
